,NO.,CLUSTERED,ACTUAL,RECEPTION DATETIME
49,29300,55320082,527,09-May-2022 19:43:05
0,29301,35160006,279,09-May-2022 19:43:05
1,29302,67070005,487,09-May-2022 19:43:06
2,29303,74041839,548,09-May-2022 19:43:06
3,29304,74041267,588,09-May-2022 19:43:06
4,29305,56460019,394,09-May-2022 19:43:06
5,29306,41060049,478,09-May-2022 19:43:06
6,29307,30220460,623,09-May-2022 19:43:06
7,29308,21060330,675,09-May-2022 19:43:06
8,29309,75040018,492,09-May-2022 19:43:06
9,29310,21090286,535,09-May-2022 19:43:06
10,29311,46180044,613,09-May-2022 19:43:07
11,29312,52030024,500,09-May-2022 19:43:07
12,29313,74030295,681,09-May-2022 19:43:07
13,29314,4030017,509,09-May-2022 19:43:07
14,29315,21060120,648,09-May-2022 19:43:07
15,29316,5030018,500,09-May-2022 19:43:07
16,29317,74050130,555,09-May-2022 19:43:07
17,29318,76010193,627,09-May-2022 19:43:07
18,29319,76040375,579,09-May-2022 19:43:07
19,29320,72180113,461,09-May-2022 19:43:07
20,29321,74010322,528,09-May-2022 19:43:07
21,29322,74041145,393,09-May-2022 19:43:07
22,29323,41210002,546,09-May-2022 19:43:07
23,29324,21080011,362,09-May-2022 19:43:08
24,29325,56270034,611,09-May-2022 19:43:08
25,29326,20030006,309,09-May-2022 19:43:08
26,29327,45020122,580,09-May-2022 19:43:08
27,29328,55210004,591,09-May-2022 19:43:08
28,29329,15040038,643,09-May-2022 19:43:08
29,29330,17320026,657,09-May-2022 19:43:08
30,29331,31340025,487,09-May-2022 19:43:08
31,29332,76010083,537,09-May-2022 19:43:09
32,29333,39010342,569,09-May-2022 19:43:09
33,29334,31210020,445,09-May-2022 19:43:09
34,29335,2020212,605,09-May-2022 19:43:09
35,29336,39061090,572,09-May-2022 19:43:09
36,29337,42050036,484,09-May-2022 19:43:09
37,29338,76070551,623,09-May-2022 19:43:09
38,29339,39050850,323,09-May-2022 19:43:09
39,29340,76070441,573,09-May-2022 19:43:09
40,29341,58020178,565,09-May-2022 19:43:10
41,29342,64030018,455,09-May-2022 19:43:10
42,29343,39061032,625,09-May-2022 19:43:10
43,29344,17010054,655,09-May-2022 19:43:10
44,29345,12230006,702,09-May-2022 19:43:10
45,29346,34240031,341,09-May-2022 19:43:10
46,29347,76030056,578,09-May-2022 19:43:11
47,29348,43060014,529,09-May-2022 19:43:11
48,29349,24140002,677,09-May-2022 19:43:11
49,29350,76020102,450,09-May-2022 19:43:11
0,29351,23030072,523,09-May-2022 19:43:12
1,29352,42070004,506,09-May-2022 19:43:12
2,29353,54170011,699,09-May-2022 19:43:12
3,29354,6120020,382,09-May-2022 19:43:12
4,29355,56220059,650,09-May-2022 19:43:12
5,29356,54120052,532,09-May-2022 19:43:12
6,29357,17350016,296,09-May-2022 19:43:12
7,29358,75010476,646,09-May-2022 19:43:12
8,29359,74040546,620,09-May-2022 19:43:12
9,29360,51100097,479,09-May-2022 19:43:12
10,29361,69160095,693,09-May-2022 19:43:12
11,29362,34050051,644,09-May-2022 19:43:12
12,29363,76040290,531,09-May-2022 19:43:13
13,29364,54160043,583,09-May-2022 19:43:13
14,29365,63030038,534,09-May-2022 19:43:13
15,29366,31350159,522,09-May-2022 19:43:13
16,29367,75020239,474,09-May-2022 19:43:13
17,29368,46090018,491,09-May-2022 19:43:13
18,29369,56410036,709,09-May-2022 19:43:14
19,29370,58050074,585,09-May-2022 19:43:14
20,29371,62160033,689,09-May-2022 19:43:14
21,29372,46170009,505,09-May-2022 19:43:14
22,29373,15170005,596,09-May-2022 19:43:14
23,29374,58080245,583,09-May-2022 19:43:15
24,29375,35110006,425,09-May-2022 19:43:15
25,29376,48180031,549,09-May-2022 19:43:15
26,29377,75020160,589,09-May-2022 19:43:15
27,29378,34040042,549,09-May-2022 19:43:15
28,29379,21080228,505,09-May-2022 19:43:15
29,29380,34030070,661,09-May-2022 19:43:15
30,29381,12440005,417,09-May-2022 19:43:15
31,29382,11010010,613,09-May-2022 19:43:15
32,29383,5170020,461,09-May-2022 19:43:15
33,29384,17320033,605,09-May-2022 19:43:16
34,29385,75010519,590,09-May-2022 19:43:16
35,29386,22260287,661,09-May-2022 19:43:16
36,29387,33190010,324,09-May-2022 19:43:16
37,29388,39101401,452,09-May-2022 19:43:16
38,29389,62130072,483,09-May-2022 19:43:16
39,29390,55220101,699,09-May-2022 19:43:16
40,29391,63030044,548,09-May-2022 19:43:17
41,29392,14040079,656,09-May-2022 19:43:17
42,29393,74030577,614,09-May-2022 19:43:17
43,29394,39101396,661,09-May-2022 19:43:17
44,29395,63120132,506,09-May-2022 19:43:17
45,29396,21110009,518,09-May-2022 19:43:17
46,29397,55360008,566,09-May-2022 19:43:17
47,29398,68050036,567,09-May-2022 19:43:17
48,29399,24021103,586,09-May-2022 19:43:18
49,29400,45160009,658,09-May-2022 19:43:18
0,29401,19140113,672,09-May-2022 19:43:18
1,29402,21180122,469,09-May-2022 19:43:18
2,29403,14160037,502,09-May-2022 19:43:18
3,29404,17060002,491,09-May-2022 19:43:18
4,29405,35040206,664,09-May-2022 19:43:19
5,29406,68030063,558,09-May-2022 19:43:19
6,29407,12070010,538,09-May-2022 19:43:19
7,29408,76020210,638,09-May-2022 19:43:19
8,29409,75010963,593,09-May-2022 19:43:19
9,29410,14170056,575,09-May-2022 19:43:19
10,29411,43090009,587,09-May-2022 19:43:19
11,29412,45210012,596,09-May-2022 19:43:19
12,29413,35040204,583,09-May-2022 19:43:20
13,29414,66020083,425,09-May-2022 19:43:20
14,29415,62140008,562,09-May-2022 19:43:20
15,29416,68160023,512,09-May-2022 19:43:20
16,29417,74041519,638,09-May-2022 19:43:20
17,29418,24020475,559,09-May-2022 19:43:20
18,29419,6130019,555,09-May-2022 19:43:21
19,29420,37380063,505,09-May-2022 19:43:21
20,29421,43020006,555,09-May-2022 19:43:21
21,29422,43050227,645,09-May-2022 19:43:21
22,29423,5100019,569,09-May-2022 19:43:21
23,29424,75020028,446,09-May-2022 19:43:21
24,29425,31350139,483,09-May-2022 19:43:22
25,29426,76030152,601,09-May-2022 19:43:22
26,29427,72020057,486,09-May-2022 19:43:22
27,29428,76010039,646,09-May-2022 19:43:22
28,29429,37340006,376,09-May-2022 19:43:23
29,29430,12210016,441,09-May-2022 19:43:23
30,29431,58050072,578,09-May-2022 19:43:23
31,29432,1010046,485,09-May-2022 19:43:23
32,29433,53150019,555,09-May-2022 19:43:23
33,29434,81070005,498,09-May-2022 19:43:24
34,29435,52010033,508,09-May-2022 19:43:24
35,29436,76050225,641,09-May-2022 19:43:24
36,29437,76030127,686,09-May-2022 19:43:24
37,29438,22300293,618,09-May-2022 19:43:24
38,29439,74040271,425,09-May-2022 19:43:24
39,29440,74040286,403,09-May-2022 19:43:24
40,29441,14200306,667,09-May-2022 19:43:24
41,29442,76070506,535,09-May-2022 19:43:24
42,29443,21090332,493,09-May-2022 19:43:25
43,29444,58020165,580,09-May-2022 19:43:25
44,29445,21030328,652,09-May-2022 19:43:25
45,29446,49300094,533,09-May-2022 19:43:25
46,29447,73440020,462,09-May-2022 19:43:25
47,29448,45140025,384,09-May-2022 19:43:25
48,29449,34250045,609,09-May-2022 19:43:25
49,29450,58020118,508,09-May-2022 19:43:25
0,29451,49020014,648,09-May-2022 19:43:25
1,29452,60020052,375,09-May-2022 19:43:26
2,29453,74040723,555,09-May-2022 19:43:26
3,29454,74040103,483,09-May-2022 19:43:26
4,29455,16040014,413,09-May-2022 19:43:26
5,29456,76050060,450,09-May-2022 19:43:26
6,29457,22260262,564,09-May-2022 19:43:26
7,29458,34050099,439,09-May-2022 19:43:26
8,29459,30290011,162,09-May-2022 19:43:26
9,29460,24021289,461,09-May-2022 19:43:26
10,29461,12470036,241,09-May-2022 19:43:27
11,29462,72190009,341,09-May-2022 19:43:27
12,29463,74020188,679,09-May-2022 19:43:27
13,29464,76010200,658,09-May-2022 19:43:27
14,29465,30120017,438,09-May-2022 19:43:27
15,29466,34030231,601,09-May-2022 19:43:27
16,29467,21060500,504,09-May-2022 19:43:27
17,29468,68090043,434,09-May-2022 19:43:27
18,29469,22170700,635,09-May-2022 19:43:27
19,29470,69120019,531,09-May-2022 19:43:28
20,29471,83080006,583,09-May-2022 19:43:28
21,29472,39010370,531,09-May-2022 19:43:28
22,29473,49080055,575,09-May-2022 19:43:28
23,29474,38010025,59,09-May-2022 19:43:28
24,29475,17190026,414,09-May-2022 19:43:28
25,29476,42100153,449,09-May-2022 19:43:28
26,29477,55270029,401,09-May-2022 19:43:29
27,29478,63120097,456,09-May-2022 19:43:29
28,29479,76040347,643,09-May-2022 19:43:29
29,29480,20110058,540,09-May-2022 19:43:29
30,29481,42150049,512,09-May-2022 19:43:29
31,29482,4160015,661,09-May-2022 19:43:29
32,29483,74041297,662,09-May-2022 19:43:29
33,29484,39050810,435,09-May-2022 19:43:29
34,29485,11020088,327,09-May-2022 19:43:29
35,29486,26100012,666,09-May-2022 19:43:29
36,29487,24020227,620,09-May-2022 19:43:29
37,29488,49020011,487,09-May-2022 19:43:29
38,29489,17110025,256,09-May-2022 19:43:30
39,29490,35050034,634,09-May-2022 19:43:30
40,29491,48240017,345,09-May-2022 19:43:30
41,29492,74041242,545,09-May-2022 19:43:30
42,29493,74010216,623,09-May-2022 19:43:30
43,29494,55460036,696,09-May-2022 19:43:30
44,29495,22150025,665,09-May-2022 19:43:30
45,29496,21230053,627,09-May-2022 19:43:30
46,29497,72070001,648,09-May-2022 19:43:30
47,29498,45040094,552,09-May-2022 19:43:30
48,29499,34280144,559,09-May-2022 19:43:31
49,29500,14030075,673,09-May-2022 19:43:31
0,29501,74050150,561,09-May-2022 19:43:31
1,29502,49030314,677,09-May-2022 19:43:31
2,29503,76020196,560,09-May-2022 19:43:31
3,29504,22260267,511,09-May-2022 19:43:31
4,29505,22150029,626,09-May-2022 19:43:31
5,29506,4030023,517,09-May-2022 19:43:32
6,29507,39010514,544,09-May-2022 19:43:32
7,29508,12090002,472,09-May-2022 19:43:32
8,29509,49030278,461,09-May-2022 19:43:32
9,29510,76020487,577,09-May-2022 19:43:32
10,29511,71070104,664,09-May-2022 19:43:33
11,29512,24020596,537,09-May-2022 19:43:33
12,29513,58130027,587,09-May-2022 19:43:34
13,29514,75010535,657,09-May-2022 19:43:34
14,29515,8070042,677,09-May-2022 19:43:34
15,29516,34040078,436,09-May-2022 19:43:34
16,29517,17180057,468,09-May-2022 19:43:34
17,29518,34280209,605,09-May-2022 19:43:34
18,29519,60030170,529,09-May-2022 19:43:34
19,29520,43100012,642,09-May-2022 19:43:34
20,29521,43020078,511,09-May-2022 19:43:34
21,29522,83020010,265,09-May-2022 19:43:34
22,29523,76030013,593,09-May-2022 19:43:34
23,29524,5140038,670,09-May-2022 19:43:34
24,29525,21060380,614,09-May-2022 19:43:35
25,29526,46190022,570,09-May-2022 19:43:35
26,29527,31020039,458,09-May-2022 19:43:35
27,29528,22500019,632,09-May-2022 19:43:35
28,29529,74041002,444,09-May-2022 19:43:35
29,29530,19140166,471,09-May-2022 19:43:35
30,29531,58020136,511,09-May-2022 19:43:35
31,29532,21160048,362,09-May-2022 19:43:35
32,29533,69060094,460,09-May-2022 19:43:35
33,29534,22460028,469,09-May-2022 19:43:35
34,29535,75010606,415,09-May-2022 19:43:36
35,29536,31150029,433,09-May-2022 19:43:36
36,29537,31300016,576,09-May-2022 19:43:36
37,29538,25010028,359,09-May-2022 19:43:36
38,29539,45170047,614,09-May-2022 19:43:36
39,29540,56470079,403,09-May-2022 19:43:36
40,29541,74030270,653,09-May-2022 19:43:36
41,29542,69160273,688,09-May-2022 19:43:36
42,29543,75040048,519,09-May-2022 19:43:36
43,29544,75010329,588,09-May-2022 19:43:36
44,29545,10290005,497,09-May-2022 19:43:36
45,29546,2010004,620,09-May-2022 19:43:36
46,29547,53180041,346,09-May-2022 19:43:36
47,29548,21080198,469,09-May-2022 19:43:36
48,29549,74040527,620,09-May-2022 19:43:37
49,29550,3080069,540,09-May-2022 19:43:37
0,29551,32130006,663,09-May-2022 19:43:37
1,29552,17240103,691,09-May-2022 19:43:37
2,29553,74041448,662,09-May-2022 19:43:38
3,29554,39121732,632,09-May-2022 19:43:38
4,29555,73440018,571,09-May-2022 19:43:38
5,29556,75010636,559,09-May-2022 19:43:38
6,29557,21100027,550,09-May-2022 19:43:38
7,29558,14100155,623,09-May-2022 19:43:38
8,29559,15290052,685,09-May-2022 19:43:38
9,29560,75020113,515,09-May-2022 19:43:38
10,29561,41190012,483,09-May-2022 19:43:39
11,29562,34110008,646,09-May-2022 19:43:39
12,29563,39010529,422,09-May-2022 19:43:39
13,29564,33030033,329,09-May-2022 19:43:39
14,29565,72060051,316,09-May-2022 19:43:39
15,29566,61040021,266,09-May-2022 19:43:39
16,29567,17300064,668,09-May-2022 19:43:39
17,29568,21160022,580,09-May-2022 19:43:39
18,29569,21200065,613,09-May-2022 19:43:39
19,29570,76060030,522,09-May-2022 19:43:40
20,29571,54150036,541,09-May-2022 19:43:40
21,29572,49120035,643,09-May-2022 19:43:40
22,29573,75010601,464,09-May-2022 19:43:40
23,29574,5060139,676,09-May-2022 19:43:40
24,29575,1100007,563,09-May-2022 19:43:40
25,29576,53230031,437,09-May-2022 19:43:41
26,29577,53230034,599,09-May-2022 19:43:41
27,29578,62050033,498,09-May-2022 19:43:41
28,29579,40050066,561,09-May-2022 19:43:41
29,29580,31050016,412,09-May-2022 19:43:41
30,29581,21060314,666,09-May-2022 19:43:41
31,29582,74030370,668,09-May-2022 19:43:41
32,29583,73240023,379,09-May-2022 19:43:41
33,29584,71040048,619,09-May-2022 19:43:41
34,29585,14200175,627,09-May-2022 19:43:41
35,29586,21090270,618,09-May-2022 19:43:41
36,29587,10260009,496,09-May-2022 19:43:41
37,29588,6130021,501,09-May-2022 19:43:41
38,29589,21090197,625,09-May-2022 19:43:42
39,29590,76070509,557,09-May-2022 19:43:42
40,29591,17160047,496,09-May-2022 19:43:42
41,29592,14070004,523,09-May-2022 19:43:42
42,29593,39060964,521,09-May-2022 19:43:43
43,29594,75040217,618,09-May-2022 19:43:43
44,29595,39101331,496,09-May-2022 19:43:43
45,29596,24020646,541,09-May-2022 19:43:43
46,29597,45150028,549,09-May-2022 19:43:43
47,29598,64050002,301,09-May-2022 19:43:44
48,29599,76070372,593,09-May-2022 19:43:44
49,29600,74041707,585,09-May-2022 19:43:44
0,29601,69060072,508,09-May-2022 19:43:44
1,29602,56270068,391,09-May-2022 19:43:44
2,29603,15220011,333,09-May-2022 19:43:45
3,29604,76040454,622,09-May-2022 19:43:45
4,29605,72100057,473,09-May-2022 19:43:45
5,29606,80030004,588,09-May-2022 19:43:45
6,29607,33020051,661,09-May-2022 19:43:45
7,29608,46040006,559,09-May-2022 19:43:45
8,29609,25030004,508,09-May-2022 19:43:46
9,29610,22210038,719,09-May-2022 19:43:46
10,29611,74030018,726,09-May-2022 19:43:46
11,29612,49050027,577,09-May-2022 19:43:46
12,29613,22260005,599,09-May-2022 19:43:46
13,29614,21180136,655,09-May-2022 19:43:46
14,29615,69010013,305,09-May-2022 19:43:46
15,29616,71140091,508,09-May-2022 19:43:47
16,29617,31010063,529,09-May-2022 19:43:47
17,29618,14040091,641,09-May-2022 19:43:47
18,29619,33100002,509,09-May-2022 19:43:47
19,29620,1030003,495,09-May-2022 19:43:47
20,29621,54170010,456,09-May-2022 19:43:47
21,29622,3080012,611,09-May-2022 19:43:48
22,29623,25060047,648,09-May-2022 19:43:48
23,29624,21180210,498,09-May-2022 19:43:48
24,29625,8050050,575,09-May-2022 19:43:48
25,29626,21180004,578,09-May-2022 19:43:48
26,29627,83110022,396,09-May-2022 19:43:49
27,29628,17270013,440,09-May-2022 19:43:49
28,29629,34040163,657,09-May-2022 19:43:49
29,29630,76020046,648,09-May-2022 19:43:49
30,29631,60130007,366,09-May-2022 19:43:49
31,29632,25070009,607,09-May-2022 19:43:49
32,29633,26200007,317,09-May-2022 19:43:50
33,29634,22310001,677,09-May-2022 19:43:50
34,29635,76030209,477,09-May-2022 19:43:50
35,29636,47020065,642,09-May-2022 19:43:50
36,29637,69030020,415,09-May-2022 19:43:51
37,29638,13210013,658,09-May-2022 19:43:51
38,29639,74020356,685,09-May-2022 19:43:51
39,29640,50100013,132,09-May-2022 19:43:51
40,29641,73320344,602,09-May-2022 19:43:51
41,29642,45230089,451,09-May-2022 19:43:51
42,29643,40030034,628,09-May-2022 19:43:51
43,29644,6070015,162,09-May-2022 19:43:52
44,29645,39010343,523,09-May-2022 19:43:52
45,29646,75030181,619,09-May-2022 19:43:52
46,29647,17240005,634,09-May-2022 19:43:52
47,29648,15240001,633,09-May-2022 19:43:52
48,29649,21090056,647,09-May-2022 19:43:52
49,29650,30020051,333,09-May-2022 19:43:52
0,29651,14040064,468,09-May-2022 19:43:52
1,29652,52030009,567,09-May-2022 19:43:52
2,29653,34280223,591,09-May-2022 19:43:52
3,29654,75010616,659,09-May-2022 19:43:53
4,29655,21220068,440,09-May-2022 19:43:53
5,29656,73180028,481,09-May-2022 19:43:53
6,29657,22200063,587,09-May-2022 19:43:53
7,29658,76050437,431,09-May-2022 19:43:53
8,29659,45020049,592,09-May-2022 19:43:53
9,29660,39111543,368,09-May-2022 19:43:53
10,29661,22430011,677,09-May-2022 19:43:53
11,29662,42100118,681,09-May-2022 19:43:54
12,29663,50030016,436,09-May-2022 19:43:54
13,29664,45010158,679,09-May-2022 19:43:54
14,29665,46200002,631,09-May-2022 19:43:54
15,29666,74040694,650,09-May-2022 19:43:54
16,29667,58080120,524,09-May-2022 19:43:54
17,29668,20110020,487,09-May-2022 19:43:54
18,29669,54100036,409,09-May-2022 19:43:55
19,29670,55430024,482,09-May-2022 19:43:55
20,29671,73320200,545,09-May-2022 19:43:55
21,29672,45150108,534,09-May-2022 19:43:55
22,29673,33130024,451,09-May-2022 19:43:55
23,29674,2030032,618,09-May-2022 19:43:55
24,29675,16010044,490,09-May-2022 19:43:56
25,29676,39050730,528,09-May-2022 19:43:56
26,29677,28120020,609,09-May-2022 19:43:56
27,29678,10050047,558,09-May-2022 19:43:56
28,29679,24030018,584,09-May-2022 19:43:56
29,29680,22300151,641,09-May-2022 19:43:57
30,29681,24020096,472,09-May-2022 19:43:57
31,29682,76050136,566,09-May-2022 19:43:57
32,29683,22140077,668,09-May-2022 19:43:57
33,29684,15260023,216,09-May-2022 19:43:57
34,29685,64130001,631,09-May-2022 19:43:57
35,29686,10050196,399,09-May-2022 19:43:58
36,29687,43050452,585,09-May-2022 19:43:58
37,29688,39061136,324,09-May-2022 19:43:58
38,29689,58130203,588,09-May-2022 19:43:58
39,29690,57060026,562,09-May-2022 19:43:58
40,29691,74040980,670,09-May-2022 19:43:58
41,29692,72020039,499,09-May-2022 19:43:58
42,29693,14210140,664,09-May-2022 19:43:58
43,29694,75030030,563,09-May-2022 19:43:58
44,29695,76050032,404,09-May-2022 19:43:59
45,29696,22510047,581,09-May-2022 19:43:59
46,29697,39061180,653,09-May-2022 19:43:59
47,29698,37010078,448,09-May-2022 19:43:59
48,29699,14200220,665,09-May-2022 19:43:59
49,29700,49030013,658,09-May-2022 19:44:00
0,29701,45170028,623,09-May-2022 19:44:00
1,29702,15110011,556,09-May-2022 19:44:00
2,29703,54050016,460,09-May-2022 19:44:00
3,29704,46100037,644,09-May-2022 19:44:00
4,29705,49020054,512,09-May-2022 19:44:00
5,29706,59090039,395,09-May-2022 19:44:00
6,29707,17200012,489,09-May-2022 19:44:01
7,29708,34040303,615,09-May-2022 19:44:01
8,29709,76060033,644,09-May-2022 19:44:01
9,29710,58010062,615,09-May-2022 19:44:01
10,29711,34040020,649,09-May-2022 19:44:01
11,29712,67230021,378,09-May-2022 19:44:01
12,29713,68150018,466,09-May-2022 19:44:01
13,29714,5030072,483,09-May-2022 19:44:01
14,29715,76070406,486,09-May-2022 19:44:02
15,29716,75030053,666,09-May-2022 19:44:02
16,29717,34040119,613,09-May-2022 19:44:02
17,29718,19070006,511,09-May-2022 19:44:02
18,29719,11100035,530,09-May-2022 19:44:02
19,29720,12110014,397,09-May-2022 19:44:02
20,29721,63030235,615,09-May-2022 19:44:02
21,29722,54020056,593,09-May-2022 19:44:02
22,29723,69150034,699,09-May-2022 19:44:02
23,29724,62030075,642,09-May-2022 19:44:03
24,29725,2010020,501,09-May-2022 19:44:03
25,29726,52010026,678,09-May-2022 19:44:03
26,29727,80020005,540,09-May-2022 19:44:03
27,29728,42100006,614,09-May-2022 19:44:03
28,29729,55410012,662,09-May-2022 19:44:03
29,29730,24021253,628,09-May-2022 19:44:03
30,29731,37380233,524,09-May-2022 19:44:04
31,29732,55220039,531,09-May-2022 19:44:04
32,29733,35040196,622,09-May-2022 19:44:04
33,29734,39010213,584,09-May-2022 19:44:04
34,29735,37470143,491,09-May-2022 19:44:04
35,29736,63120058,652,09-May-2022 19:44:05
36,29737,74020024,708,09-May-2022 19:44:06
37,29738,19070043,368,09-May-2022 19:44:06
38,29739,63030157,585,09-May-2022 19:44:06
39,29740,74040745,550,09-May-2022 19:44:07
40,29741,55090020,527,09-May-2022 19:44:07
41,29742,46070040,489,09-May-2022 19:44:07
42,29743,73320258,544,09-May-2022 19:44:07
43,29744,39061144,460,09-May-2022 19:44:07
44,29745,58020122,443,09-May-2022 19:44:08
45,29746,46100071,504,09-May-2022 19:44:08
46,29747,8030072,666,09-May-2022 19:44:08
47,29748,71100016,552,09-May-2022 19:44:08
48,29749,63190006,602,09-May-2022 19:44:08
49,29750,49290024,643,09-May-2022 19:44:08
0,29751,54070016,456,09-May-2022 19:44:08
1,29752,83120036,439,09-May-2022 19:44:09
2,29753,22170488,651,09-May-2022 19:44:09
3,29754,5030108,522,09-May-2022 19:44:09
4,29755,39141518,317,09-May-2022 19:44:10
5,29756,76020039,666,09-May-2022 19:44:10
6,29757,69040065,551,09-May-2022 19:44:10
7,29758,76020328,663,09-May-2022 19:44:10
8,29759,33110032,417,09-May-2022 19:44:10
9,29760,15010005,492,09-May-2022 19:44:11
10,29761,34040025,537,09-May-2022 19:44:11
11,29762,24060002,561,09-May-2022 19:44:11
12,29763,21030341,613,09-May-2022 19:44:11
13,29764,22140019,632,09-May-2022 19:44:12
14,29765,12250038,214,09-May-2022 19:44:12
15,29766,71090025,666,09-May-2022 19:44:12
16,29767,37380160,323,09-May-2022 19:44:12
17,29768,45170011,649,09-May-2022 19:44:13
18,29769,12460027,508,09-May-2022 19:44:13
19,29770,34090025,575,09-May-2022 19:44:13
